# timestamp tx ty tz qx qy qz qw
1654232877.50270796 -0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000
1654232890.03465009 2.12625717 0.04476994 -0.06631259 -0.00300189 -0.00161956 -0.00146372 0.99999311
1654232891.37040591 4.21331551 0.06051906 -0.12425256 -0.00567460 -0.00201367 -0.02187186 0.99974265
1654232892.30634809 6.35149763 -0.03987488 -0.21481999 -0.00711796 -0.00324064 -0.05545306 0.99843066
1654232892.97841501 8.34407714 -0.24602470 -0.25876817 -0.01037857 -0.00408975 -0.07405956 0.99719143
1654232893.53631592 10.37087745 -0.52795713 -0.32346048 -0.01024905 -0.00404797 -0.07888896 0.99682250
1654232894.12983704 12.64364324 -0.87778524 -0.39571254 -0.01011289 -0.00389122 -0.07767496 0.99691985
1654232894.63707590 14.84156309 -1.20846672 -0.46396979 -0.01043650 -0.00361093 -0.07291384 0.99727710
1654232895.03172207 16.91689673 -1.46218242 -0.52947843 -0.01008181 -0.00315500 -0.06643784 0.99773464
1654232895.46036792 19.06323052 -1.71749287 -0.60479592 -0.00981330 -0.00312199 -0.05870035 0.99822253
1654232895.87355900 21.33399110 -1.93432005 -0.69715981 -0.00873857 -0.00332980 -0.05070342 0.99866997
1654232896.29174805 23.68351137 -2.12304853 -0.78791605 -0.00729276 -0.00364557 -0.04193989 0.99908687
1654232896.70481801 26.09392750 -2.27240317 -0.88111889 -0.00658139 -0.00432028 -0.03437448 0.99937801
1654232897.12083197 28.53195910 -2.39653233 -0.95128295 -0.00712629 -0.00448783 -0.02890881 0.99954658
1654232897.53511310 30.99636623 -2.49669154 -1.03758594 -0.00736934 -0.00520961 -0.02819773 0.99956162
1654232897.86627102 32.99558633 -2.57243133 -1.10129737 -0.00695734 -0.00545312 -0.02800624 0.99956866
1654232898.19725299 35.02712654 -2.65489676 -1.17485554 -0.00598107 -0.00576839 -0.02852211 0.99955862
1654232898.53237200 37.05649451 -2.74656220 -1.24932700 -0.00528821 -0.00643482 -0.02851074 0.99955879
1654232898.86414909 39.12713705 -2.84474274 -1.31752588 -0.00509781 -0.00653685 -0.02937298 0.99953415
1654232899.19466805 41.20638395 -2.94301055 -1.38644556 -0.00459341 -0.00690873 -0.03086908 0.99948900
1654232899.53105903 43.27311521 -3.03589964 -1.43895821 -0.00432728 -0.00703644 -0.03648808 0.99929995
1654232899.86332107 45.34678191 -3.15382808 -1.46360945 -0.00300056 -0.00739670 -0.04214072 0.99907980
1654232900.19754410 47.42501338 -3.27688610 -1.47700159 -0.00224235 -0.00732033 -0.04808815 0.99881375
1654232900.53345609 49.54170572 -3.44063467 -1.51443235 -0.00151942 -0.00727606 -0.05294858 0.99856958
1654232900.86258888 51.67530774 -3.63453125 -1.55616540 -0.00156913 -0.00698643 -0.05772264 0.99830698
1654232901.19797492 53.82213529 -3.85304937 -1.61502285 -0.00177449 -0.00814259 -0.06177558 0.99805527
1654232901.52874804 55.98529951 -4.09064744 -1.67109064 -0.00265797 -0.00879105 -0.06524527 0.99782699
1654232901.86024690 58.13609338 -4.32187567 -1.68886743 -0.00745112 -0.00926954 -0.06960937 0.99750343
1654232902.19141603 60.33918220 -4.58053864 -1.72645657 -0.00977846 -0.01006669 -0.07316913 0.99722080
1654232902.52385592 62.59622666 -4.86656355 -1.77875745 -0.01026028 -0.01035767 -0.07482606 0.99709002
1654232902.85885191 64.85818312 -5.15425436 -1.86930686 -0.00843800 -0.01088260 -0.07985462 0.99671140
1654232903.19530892 67.37445850 -5.44506023 -1.86731514 -0.00804465 -0.01146287 -0.08799893 0.99602213
1654232903.52787089 69.77545161 -5.68743295 -1.66418657 -0.00856784 -0.00947511 -0.09925884 0.99497965
1654232903.85930300 72.07138787 -6.36610442 -1.79001275 -0.00582139 -0.01112292 -0.10627775 0.99425723
1654232904.19080997 74.50149839 -6.80189827 -1.76089385 -0.01298692 -0.01129461 -0.11715088 0.99296498
1654232904.52717900 76.99949733 -7.37884713 -1.73363696 -0.00893011 -0.01006948 -0.12454966 0.99212209
1654232904.86443400 79.50773362 -8.18353159 -1.90806705 -0.00163301 -0.01184563 -0.12783249 0.99172369
1654232905.19451904 82.02528036 -8.81386015 -1.93202105 -0.00016448 -0.01108542 -0.13446234 0.99085668
1654232905.52891898 84.53642207 -9.35821211 -1.93420131 -0.00301346 -0.01055922 -0.14325351 0.98962511
1654232905.86152792 87.10164939 -10.10367823 -1.94194938 -0.00373790 -0.01058663 -0.14999407 0.98862315
1654232906.20066404 89.63997355 -10.86630959 -1.93078074 -0.00788056 -0.01024706 -0.15690837 0.98752856
1654232906.53333402 92.18511466 -11.66360881 -1.94580273 -0.00960640 -0.00989887 -0.16275134 0.98657069
1654232906.77599597 94.12968764 -12.28785252 -1.96139903 -0.01044590 -0.01017096 -0.16626693 0.98597299
1654232907.03540111 96.04096358 -12.91979119 -1.99079769 -0.01068734 -0.00949497 -0.16896860 0.98551775
1654232907.28216004 97.94399738 -13.56719952 -2.02203919 -0.01137922 -0.00983714 -0.17109634 0.98513948
1654232907.61175299 100.39897456 -14.40911959 -2.06547078 -0.01166428 -0.01023991 -0.17358217 0.98469707
1654232907.94441795 102.82603952 -15.25132182 -2.11610410 -0.01001711 -0.01005523 -0.17646154 0.98420520
1654232908.27599406 105.26803238 -16.10257553 -2.17496898 -0.01037976 -0.01048878 -0.17990920 0.98357253
1654232908.61294699 107.68476473 -16.98032929 -2.22475546 -0.01066056 -0.01107970 -0.18308570 0.98297671
1654232908.94735193 110.09679889 -17.86851500 -2.25705930 -0.01113200 -0.01119077 -0.18750925 0.98213600
1654232909.28099489 112.53536763 -18.78374597 -2.29745080 -0.01180509 -0.01158207 -0.19214808 0.98122659
1654232909.61390901 114.89436836 -19.69011894 -2.30223761 -0.01242055 -0.01157553 -0.19768619 0.98011831
1654232909.94714308 117.20935514 -20.65552943 -2.31944017 -0.01518880 -0.01194722 -0.20341738 0.97890139
1654232910.28117704 119.55035445 -21.65276484 -2.34510809 -0.01514329 -0.01162517 -0.20883577 0.97776437
1654232910.61359692 121.87575917 -22.66483076 -2.38080851 -0.01529664 -0.01199313 -0.21532055 0.97634996
1654232910.94497299 124.22204734 -23.70243432 -2.39361322 -0.01737653 -0.01229428 -0.22162275 0.97490013
1654232911.28051090 126.51819027 -24.79508148 -2.38932929 -0.01853834 -0.01202522 -0.22709611 0.97362163
1654232911.61260796 128.80208173 -25.88856209 -2.40745503 -0.01967961 -0.01212731 -0.23253618 0.97231300
1654232911.94507504 131.08783710 -26.98580270 -2.42338363 -0.02102655 -0.01244173 -0.23877915 0.97076650
1654232912.27632189 133.40514439 -28.14762054 -2.44652779 -0.02121123 -0.01293131 -0.24432420 0.96937534
1654232912.60757995 135.72819935 -29.34215032 -2.47775326 -0.02139072 -0.01361387 -0.24914198 0.96813500
1654232912.94195509 137.99108156 -30.53651166 -2.48995553 -0.02168372 -0.01437180 -0.25367326 0.96694009
1654232913.27727604 140.24400075 -31.74601898 -2.48512088 -0.02193109 -0.01515902 -0.25784768 0.96581769
1654232913.60984802 142.49689525 -32.99250215 -2.48070847 -0.02195217 -0.01561111 -0.26030814 0.96514976
1654232913.94940710 144.74364309 -34.24539561 -2.46094818 -0.02269370 -0.01639238 -0.26241607 0.96454865
1654232914.27783895 147.01936878 -35.53593698 -2.45826586 -0.02282441 -0.01683259 -0.26334896 0.96428369
1654232914.61817694 149.26781361 -36.81657378 -2.46054257 -0.02303734 -0.01708932 -0.26420831 0.96403900
1654232914.94936991 151.55093773 -38.11031652 -2.44365729 -0.02508020 -0.01694432 -0.26514344 0.96373380
1654232915.27959490 153.81571118 -39.41916856 -2.46148395 -0.02359018 -0.01888559 -0.26471415 0.96385334
1654232915.61483407 156.06957950 -40.70841052 -2.46826922 -0.02191885 -0.02080570 -0.26423331 0.96398519
1654232915.94674397 158.33354874 -41.99861190 -2.48564002 -0.02015806 -0.02403735 -0.26416132 0.96396818
1654232916.27995992 160.58623639 -43.27290264 -2.46147955 -0.01894028 -0.02549649 -0.26435978 0.96390098
1654232916.61201310 162.82735923 -44.54873405 -2.44798138 -0.01905869 -0.02797165 -0.26444140 0.96380761
1654232916.95285296 165.09272785 -45.83790164 -2.40218990 -0.02085737 -0.02905698 -0.26412927 0.96382384
1654232917.27921605 167.36496379 -47.11332118 -2.37155486 -0.02259028 -0.03193238 -0.26367257 0.96381885
1654232917.61451006 169.65724610 -48.39436329 -2.29974463 -0.02332761 -0.03279177 -0.26309220 0.96393102
1654232917.94869590 171.94192635 -49.66923049 -2.21190573 -0.03026030 -0.03448633 -0.26303002 0.96369612
1654232918.28397608 174.23455601 -50.95259659 -2.10784378 -0.03194947 -0.03605713 -0.26312898 0.96355708
1654232918.61589289 176.45234962 -52.20473879 -1.99188013 -0.03353079 -0.03690573 -0.26345803 0.96338129
1654232918.95099497 178.65580031 -53.46747660 -1.86533842 -0.03589979 -0.03677367 -0.26380956 0.96320476
1654232919.27971005 180.86044230 -54.73012811 -1.75047407 -0.03703703 -0.03700537 -0.26432429 0.96301170
1654232919.61642790 183.09725748 -55.99733029 -1.60954725 -0.04113963 -0.03730001 -0.26562345 0.96247619
1654232919.94779897 185.23435914 -57.24796472 -1.45844310 -0.04571401 -0.03769752 -0.26708007 0.96185101
1654232920.28120995 187.40619016 -58.50984522 -1.31430629 -0.04875049 -0.03821951 -0.26805105 0.96141109
1654232920.61471796 189.57713238 -59.78281045 -1.14396940 -0.05248852 -0.03819711 -0.26864433 0.96104951
1654232920.94770503 191.77760168 -61.06590364 -0.96578852 -0.05821219 -0.03870683 -0.26963960 0.96042054
1654232921.28184104 193.99909989 -62.35421024 -0.79001862 -0.06295205 -0.03910180 -0.26994015 0.96002104
1654232921.61413503 196.21997941 -63.64472643 -0.62737275 -0.06414290 -0.04001814 -0.26955442 0.96001284
1654232921.95085096 198.37390188 -64.91238822 -0.48063779 -0.06656753 -0.04131517 -0.26898627 0.95995219
1654232922.28334999 200.57317181 -66.18576244 -0.31300910 -0.06671025 -0.04159644 -0.26811248 0.96017456
1654232922.61605000 202.78297355 -67.45865412 -0.12511630 -0.06719687 -0.04151332 -0.26728630 0.96037454
1654232922.95248604 204.98666320 -68.73237329 0.02458266 -0.06442044 -0.04475226 -0.26553865 0.96090398
1654232923.29245400 207.21199531 -69.99150742 0.20801433 -0.06401999 -0.04644742 -0.26468080 0.96108697
1654232923.61662006 209.38397440 -71.22901069 0.38937849 -0.06351128 -0.04833708 -0.26507979 0.96091756
1654232923.94920492 211.53165743 -72.46410378 0.57084834 -0.06291203 -0.04997598 -0.26542073 0.96077901
1654232924.28300691 213.68931646 -73.70128149 0.77492259 -0.06269264 -0.05174520 -0.26545726 0.96068960
1654232924.61598396 215.85230748 -74.93571987 0.98019914 -0.05777585 -0.05358512 -0.26517901 0.96097382
1654232924.94871402 218.03869273 -76.18444612 1.18203929 -0.05115071 -0.05526357 -0.26465662 0.96139816
1654232925.28082108 220.30183593 -77.49731335 1.30462942 -0.04040550 -0.06167774 -0.26353083 0.96182886
1654232925.61469698 222.34803424 -78.67644638 1.54559054 -0.03805338 -0.06348054 -0.26326029 0.96188158
1654232925.94770193 224.46717522 -79.78856803 1.74755292 -0.03547885 -0.06602403 -0.26389486 0.96163485
1654232926.28177404 226.68280914 -81.02523561 2.00253969 -0.03776616 -0.06718996 -0.26369101 0.96152290
1654232926.61497402 228.86494376 -82.24380715 2.26420782 -0.03866913 -0.06808926 -0.26435003 0.96124274
1654232926.95218110 231.00723144 -83.45049844 2.51910752 -0.03686394 -0.06932393 -0.26447571 0.96119084
1654232927.28103805 233.18934062 -84.68844799 2.80220578 -0.03753414 -0.06975548 -0.26499886 0.96098957
1654232927.62125707 235.38450200 -85.94183194 3.08667323 -0.03873527 -0.07080659 -0.26557147 0.96070693
1654232927.95315504 237.54554015 -87.15700194 3.37659059 -0.04011248 -0.07201204 -0.26634123 0.96034765
1654232928.28714609 239.67893804 -88.37628238 3.68289516 -0.04254895 -0.07224490 -0.26722805 0.95997887
1654232928.61986494 241.82873516 -89.61877259 3.98370299 -0.04477681 -0.07295805 -0.26815677 0.95956454
1654232928.96017599 243.98824443 -90.87318429 4.29513655 -0.04593014 -0.07360167 -0.26872471 0.95930196
1654232929.28401899 246.14144647 -92.13223556 4.62342377 -0.04875395 -0.07272283 -0.26908481 0.95912867
1654232929.61616397 248.28504693 -93.38464307 4.92284298 -0.04965476 -0.07325909 -0.26938147 0.95895836
1654232929.95088005 250.46417054 -94.65890626 5.22243492 -0.04859329 -0.07387176 -0.26966261 0.95888671
1654232930.28674698 252.58900868 -95.90978562 5.52311989 -0.04582511 -0.07490164 -0.26872470 0.95920636
1654232930.61395311 254.76354532 -97.15838671 5.82408480 -0.04484881 -0.07516147 -0.26759882 0.95954688
1654232930.94763303 256.87882917 -98.37387935 6.15808347 -0.04438970 -0.07531941 -0.26760575 0.95955391
1654232931.28167701 259.01869227 -99.62743254 6.47990474 -0.04391677 -0.07532458 -0.26722884 0.95968030
1654232931.61431789 261.13778723 -100.86021114 6.79045508 -0.04385929 -0.07533187 -0.26727771 0.95966874
1654232931.94943404 263.28778068 -102.10254528 7.10879786 -0.04385994 -0.07535984 -0.26743778 0.95962192
