# timestamp tx ty tz qx qy qz qw
1654231600.05164099 -0.08254187 -0.02146099 0.02791758 0.00057320 -0.00013185 0.00010957 0.99999982
1654231600.15221286 -0.07266622 -0.02129358 0.02826702 0.00065246 0.00009785 -0.00007968 0.99999978
1654231600.25300670 -0.06601870 -0.02996674 0.02434583 0.00100696 -0.00171349 0.00000392 0.99999802
1654231600.35365248 -0.06440340 -0.03768332 0.02696398 0.00065791 -0.00171997 0.00022051 0.99999828
1654231600.45434523 -0.06745215 -0.03891053 0.03702196 0.00068655 -0.00076866 0.00006796 0.99999947
1654231600.55479383 -0.06179527 -0.03372786 0.04090584 0.00003379 -0.00041069 -0.00000774 0.99999992
1654231600.65543580 -0.06090899 -0.03467326 0.03336912 0.00058161 -0.00048412 0.00002334 0.99999971
1654231600.75610638 -0.06204718 -0.03050283 0.03200559 0.00022622 -0.00008522 -0.00002641 0.99999997
1654231600.85910416 -0.06767411 -0.03405348 0.02703750 0.00055361 -0.00023271 0.00014753 0.99999981
1654231600.95965290 -0.06790577 -0.03400543 0.02635455 0.00047933 -0.00018341 -0.00001906 0.99999987
1654231601.05038953 -0.06902375 -0.03460702 0.02425751 0.00043488 -0.00049255 0.00001294 0.99999978
1654231601.16117716 -0.06920203 -0.03431166 0.02886684 -0.00000290 -0.00025882 -0.00010923 0.99999996
1654231601.25174284 -0.06896849 -0.03447626 0.03163286 0.00012808 -0.00045575 0.00006921 0.99999989
1654231601.36255789 -0.07162997 -0.03273542 0.03696763 0.00034511 -0.00030290 0.00002037 0.99999989
1654231601.45327520 -0.07039334 -0.03523266 0.03343192 0.00018649 -0.00074092 0.00007857 0.99999971
1654231601.55391574 -0.06525349 -0.03703261 0.03310447 0.00004541 -0.00017357 0.00008541 0.99999998
1654231601.65464640 -0.06311865 -0.04119551 0.02825712 0.00038584 -0.00083947 0.00008774 0.99999957
1654231601.75531507 -0.06169646 -0.04477656 0.03566228 -0.00016941 -0.00023556 0.00007264 0.99999996
1654231601.96987247 -0.06189442 -0.04441483 0.02997434 0.00042443 -0.00043345 0.00008193 0.99999981
1654231602.07048774 -0.06617872 -0.04277977 0.03942589 -0.00030772 -0.00009672 0.00021693 0.99999992
1654231602.09059572 -0.07024219 -0.03984816 0.03447429 0.00046324 -0.00040477 0.00017121 0.99999980
1654231602.16119123 -0.07150826 -0.03951354 0.02956111 0.00057244 -0.00047736 0.00018798 0.99999970
1654231602.35223651 -0.07228507 -0.03629997 0.02913192 0.00046103 -0.00044092 0.00010812 0.99999979
1654231602.46289897 -0.07146895 -0.03644644 0.03114271 0.00031771 -0.00029511 0.00004853 0.99999990
1654231602.55339289 -0.07104306 -0.03644212 0.03112967 0.00031702 -0.00052241 0.00006793 0.99999981
1654231602.65402508 -0.06874443 -0.03889561 0.02885201 0.00077339 -0.00075332 0.00004673 0.99999942
1654231602.76491570 -0.06605131 -0.03984030 0.03063427 0.00029611 -0.00048874 0.00008950 0.99999983
1654231602.85544562 -0.06250041 -0.04086223 0.03053392 0.00039040 -0.00046597 0.00000177 0.99999982
1654231602.95867753 -0.06356329 -0.04112469 0.03107358 0.00053904 -0.00046237 -0.00006528 0.99999975
1654231603.05944467 -0.05860183 -0.03913258 0.03280927 0.00036164 -0.00031798 -0.00009636 0.99999988
1654231603.16004467 -0.06202402 -0.04085465 0.03234397 0.00083456 -0.00050474 0.00011171 0.99999952
1654231603.25074887 -0.06683239 -0.04239065 0.03171083 0.00047998 -0.00047904 0.00019126 0.99999975
1654231603.35142279 -0.06561954 -0.04419651 0.02903351 0.00029936 -0.00059536 0.00011315 0.99999977
1654231603.46227098 -0.06740487 -0.04615133 0.02701144 0.00056099 -0.00060766 0.00014992 0.99999965
1654231603.55297565 -0.06737110 -0.04751724 0.02683491 0.00069014 -0.00065489 0.00022098 0.99999952
1654231603.65372252 -0.07009222 -0.04596996 0.02747932 0.00035545 -0.00054961 0.00016126 0.99999977
1654231603.75429702 -0.06989264 -0.04389098 0.03139858 -0.00006513 -0.00042400 0.00012078 0.99999990
1654231603.85508823 -0.07292169 -0.04276121 0.03284124 0.00026540 -0.00050432 0.00014859 0.99999983
1654231603.95883179 -0.07026474 -0.04443125 0.03203276 0.00057672 -0.00046405 0.00020245 0.99999971
1654231604.05946422 -0.06902893 -0.04543513 0.03283086 0.00004975 -0.00031541 0.00030003 0.99999990
1654231604.07954407 -0.06952367 -0.04491657 0.03239531 0.00053205 -0.00033736 0.00015143 0.99999979
1654231604.15995240 -0.06634707 -0.04556319 0.03271620 0.00061821 -0.00041157 0.00017257 0.99999971
1654231604.35127115 -0.06234790 -0.04696590 0.03349758 0.00018896 -0.00030173 0.00013051 0.99999993
1654231604.45182133 -0.06119368 -0.04486779 0.03158620 0.00067310 -0.00044439 0.00010939 0.99999967
1654231604.55261159 -0.06177280 -0.04375805 0.02830975 0.00072680 -0.00050782 0.00009610 0.99999960
1654231604.65323234 -0.06410423 -0.04288188 0.02864185 0.00057911 -0.00038032 0.00008071 0.99999976
1654231604.75380850 -0.06583493 -0.04153542 0.02756073 0.00044055 -0.00043429 0.00008173 0.99999981
1654231604.85443568 -0.06609072 -0.03926033 0.02834169 0.00041905 -0.00041699 -0.00000254 0.99999983
1654231604.95521069 -0.06429488 -0.04148577 0.03054641 0.00057372 -0.00050625 0.00007879 0.99999970
1654231605.05603886 -0.06602394 -0.04286487 0.03050104 0.00048525 -0.00053023 0.00010747 0.99999974
1654231605.16000414 -0.07372095 -0.04301428 0.03105765 0.00098996 -0.00061403 0.00015802 0.99999931
1654231605.25070643 -0.07149560 -0.04250254 0.03043224 0.00090392 -0.00056591 0.00012568 0.99999942
1654231605.35124755 -0.07382099 -0.04437606 0.03114198 0.00045644 -0.00053510 0.00013798 0.99999974
1654231605.38140297 -0.07376139 -0.04470065 0.03308320 0.00011719 -0.00029782 0.00014873 0.99999994
1654231605.45184731 -0.07391105 -0.04232128 0.03095722 0.00055770 -0.00057177 0.00010189 0.99999968
1654231605.55255866 -0.07507357 -0.04164168 0.02834509 0.00064534 -0.00063568 0.00017773 0.99999957
1654231605.66337371 -0.07324128 -0.04369299 0.03168085 0.00020403 -0.00036522 0.00022364 0.99999989
1654231605.75497627 -0.07220169 -0.04378336 0.03432481 0.00026314 -0.00034143 0.00021104 0.99999988
1654231605.85564494 -0.06573315 -0.04629039 0.03631040 -0.00011470 -0.00023067 0.00024665 0.99999994
1654231605.95620060 -0.06667690 -0.04700557 0.03577775 0.00028022 -0.00035462 0.00027532 0.99999986
1654231606.05678129 -0.06608971 -0.04492613 0.03398120 0.00014639 -0.00027286 0.00013389 0.99999994
1654231606.15884852 -0.06649547 -0.04391238 0.03087629 0.00026670 -0.00042195 0.00017963 0.99999986
1654231606.28203797 -0.06964825 -0.04054889 0.02962947 0.00042461 -0.00039231 0.00013287 0.99999982
1654231606.35249734 -0.07135541 -0.04030208 0.02881964 0.00060702 -0.00043418 0.00009729 0.99999972
1654231606.46333551 -0.07228198 -0.04265337 0.02918168 0.00073888 -0.00062432 0.00016454 0.99999952
1654231606.55398297 -0.07080187 -0.04511511 0.02971642 0.00076470 -0.00055527 0.00011581 0.99999955
1654231606.65466762 -0.07010305 -0.04546523 0.02994883 0.00087547 -0.00068301 0.00011879 0.99999938
1654231606.75536394 -0.07120639 -0.04405409 0.03203503 0.00084314 -0.00051880 0.00006097 0.99999951
1654231606.85596895 -0.06821431 -0.04163890 0.03179792 0.00086623 -0.00051611 -0.00005334 0.99999949
